activity_year,loan_amount,income,interest_rate,debt_to_income_ratio,loan_term,property_value,loan_to_value_ratio,action_taken,is_conventional_type,is_fha_type,is_va_type,is_home_purchase_purpose,is_home_improvement_purpose,is_refinancing_purpose,unemployment_measure,federal_funds_measure,money_stock
2020,8.5,45.0,3.119583333333334,60.0,360.0,8.5,100.0,0,0,0,1,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,14.5,49.0,2.625,33.0,360.0,18.5,80.0,1,0,1,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,19.5,133.0,3.3710828318584074,40.0,240.0,27.5,70.556,0,1,0,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,20.5,83.0,3.125,36.0,360.0,32.5,63.63,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,6.5,100.0,9.0,46.0,252.0,46.5,88.043,1,1,0,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,29.5,79.0,3.125,39.0,360.0,32.5,90.0,0,1,0,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,33.5,152.0,3.625,25.0,360.0,42.5,80.0,1,1,0,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,7.5,23.0,4.625,33.0,180.0,8.5,85.56,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,29.5,91.0,3.375,38.0,360.0,36.5,80.0,1,1,0,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,39.5,109.0,3.092381788330387,39.0,360.0,55.5,70.95,0,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,27.5,122.0,2.875,20.0,360.0,44.5,62.53,1,1,0,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,51.5,183.0,2.73,25.0,360.0,98.5,51.608,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,28.5,45.0,3.1710904255319146,60.0,360.0,29.5,96.271,0,0,1,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,30.5,163.0,3.375,48.0,180.0,85.5,35.529,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,7.5,85.0,2.25,20.0,180.0,8.5,90.0,1,1,0,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,151.5,397.0,2.75,33.0,372.0,190.5,79.697,1,1,0,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,47.5,152.0,3.625,40.0,240.0,60.5,78.617,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,47.5,95.0,3.75,45.0,360.0,53.5,89.533,1,1,0,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,20.5,80.0,3.25,43.0,180.0,40.5,51.0,1,1,0,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,26.5,55.0,3.875,49.0,360.0,27.5,95.0,1,1,0,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,15.5,44.0,4.25,43.0,360.0,15.5,100.0,1,0,0,1,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,24.5,60.0,3.092381788330387,60.0,360.0,35.5,68.95,0,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,10.5,147.0,2.875,47.0,360.0,17.5,58.48,1,1,0,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,29.5,139.0,3.092381788330387,47.0,240.0,35.5,82.66,0,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,28.5,120.0,3.25,44.0,360.0,29.5,96.5,1,0,1,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,3.5,182.0,4.241962962962964,25.0,300.0,30.5,79.956,0,1,0,0,0,1,0,8.100000000000001,0.5277777777777778,7.32
2020,2.5,110.0,4.241962962962964,55.0,360.0,39.5,47.09,0,1,0,0,0,1,0,8.100000000000001,0.5277777777777778,7.32
2020,29.5,109.0,3.0,33.0,240.0,70.5,46.985,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,2.5,90.0,4.25,36.0,144.0,32.5,84.305,1,1,0,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,33.5,92.0,3.092381788330387,33.0,360.0,35.5,93.94,0,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,34.5,103.0,3.092381788330387,25.0,360.0,80.5,43.125,0,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,30.5,88.0,3.25,33.0,360.0,32.5,95.0,0,1,0,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,29.5,145.0,2.75,39.0,360.0,33.5,87.9,1,0,0,1,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,38.5,66.0,3.25,41.0,360.0,38.5,100.0,1,0,0,1,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,10.5,215.0,4.241962962962964,39.0,360.0,62.5,53.616,0,1,0,0,0,1,0,8.100000000000001,0.5277777777777778,7.32
2020,6.5,50.0,3.8,33.0,360.0,6.5,100.43,1,0,1,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,27.5,80.0,3.875,38.0,360.0,28.5,97.0,1,1,0,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,45.5,79.0,2.99,33.0,360.0,70.5,64.82,1,1,0,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,24.5,74.0,3.309700424499697,39.0,180.0,30.5,78.689,0,1,0,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,32.5,171.0,2.875,33.0,360.0,48.5,67.01,1,1,0,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,16.5,50.0,3.0,48.0,360.0,16.5,100.0,1,0,0,1,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,37.5,53.0,3.092381788330387,60.0,360.0,52.5,71.478,0,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,17.5,50.0,3.0,36.0,180.0,39.5,45.0,1,1,0,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,57.5,300.0,3.375,46.0,360.0,72.5,80.0,1,1,0,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,12.5,70.0,3.092381788330387,45.0,180.0,22.5,54.09,0,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,21.5,90.0,3.3710828318584074,33.0,360.0,29.5,75.0,0,1,0,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,44.5,178.0,3.625,43.0,360.0,56.5,80.0,1,1,0,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,30.5,205.0,3.25,25.0,360.0,46.5,65.59,1,1,0,0,0,1,0,8.100000000000001,0.5277777777777778,7.32
2020,4.5,247.0,3.99,25.0,360.0,64.5,79.872,1,1,0,0,0,1,0,8.100000000000001,0.5277777777777778,7.32
2020,33.5,132.0,2.875,45.0,360.0,33.5,100.0,1,0,0,1,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,33.5,140.0,3.3710828318584074,25.0,360.0,39.5,86.154,0,1,0,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,3.5,36.0,4.3854471698113215,25.0,120.0,5.5,75.0,0,1,0,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,21.5,69.0,3.25,25.0,360.0,32.5,67.385,1,1,0,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,51.5,105.0,3.125,49.0,360.0,55.5,92.8,1,1,0,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,6.5,380.0,4.241962962962964,25.0,300.0,64.5,89.844,0,1,0,0,0,1,0,8.100000000000001,0.5277777777777778,7.32
2020,45.5,158.0,2.75,36.0,360.0,47.5,96.5,1,0,1,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,32.5,218.0,4.0,33.0,240.0,100.5,79.93,1,1,0,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,38.5,89.0,3.3710828318584074,33.0,360.0,63.5,60.317,0,1,0,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,13.5,48.0,3.092381788330387,33.0,180.0,30.5,45.171,0,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,2.5,32.0,3.3710828318584074,25.0,120.0,6.5,43.2,0,1,0,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,5.5,888.0,3.092381788330387,20.0,30.0,34.5,17.15,0,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,25.5,90.0,3.375,42.0,360.0,31.5,79.9902,1,1,0,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,5.5,126.0,8.25,33.0,360.0,51.5,79.99,1,1,0,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,18.5,70.0,2.99,25.0,360.0,21.5,89.77,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,34.5,240.0,3.092381788330387,20.0,360.0,44.5,78.18,0,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,69.5,176.0,3.375,37.0,360.0,96.5,72.08,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,23.5,78.0,2.75,25.0,360.0,52.5,45.105,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,15.5,55.0,2.99,25.0,360.0,46.5,33.913,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,13.5,38.0,3.875,33.0,360.0,13.5,95.0,1,1,0,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,8.5,60.0,3.499,33.0,360.0,21.5,41.667,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,23.5,90.0,3.5,36.0,360.0,28.5,81.53,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,32.5,154.0,3.5,47.0,360.0,41.5,80.0,1,1,0,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,19.5,74.0,3.125,46.0,360.0,28.5,69.75,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,29.5,83.0,3.25,40.0,360.0,85.5,34.312,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,22.5,59.0,3.125,44.0,360.0,34.5,65.147,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,14.5,26.0,3.375,46.0,360.0,22.5,65.0,1,0,1,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,30.5,78.0,3.75,45.0,360.0,31.5,96.5,1,0,1,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,27.5,378.0,3.092381788330387,42.0,180.0,64.5,64.38,0,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,12.5,55.0,3.092381788330387,55.0,180.0,38.5,33.0,0,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,47.5,134.0,3.25,39.0,360.0,100.5,47.6,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,5.5,166.0,4.3854471698113215,49.0,360.0,36.5,93.645,0,1,0,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,29.5,91.0,3.625,25.0,360.0,34.5,87.647,1,1,0,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,14.5,63.0,3.625,25.0,360.0,18.5,78.367,1,1,0,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,31.5,94.0,3.875,25.0,360.0,37.5,84.613,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,20.5,48.0,2.375,25.0,360.0,34.5,58.824,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,10.5,72.0,3.3710828318584074,43.0,180.0,30.5,34.567,0,1,0,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,4.5,50.0,3.092381788330387,25.0,180.0,14.5,36.253,0,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,45.5,190.0,3.092381788330387,43.0,180.0,36.5,121.951,0,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,3.5,240.0,4.49,20.0,300.0,24.5,89.8,1,1,0,0,0,1,0,8.100000000000001,0.5277777777777778,7.32
2020,35.5,195.0,3.092381788330387,40.0,360.0,60.5,59.33,0,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,4.5,28.0,5.875,43.0,240.0,14.5,71.188,1,1,0,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,20.5,84.0,3.0,20.0,360.0,26.5,77.17,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,11.5,106.0,2.85,33.0,144.0,31.5,35.78,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,26.5,90.0,3.25,25.0,360.0,35.5,74.704,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,64.5,67.0,3.375,38.0,360.0,92.5,70.0,1,1,0,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,17.5,111.0,3.3710828318584074,44.0,180.0,25.5,70.0,0,1,0,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,30.5,144.0,3.125,25.0,240.0,39.5,79.32,1,1,0,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,11.5,315.0,3.96,36.0,300.0,68.5,79.58,1,1,0,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,9.5,33.0,3.375,46.0,180.0,59.5,16.31,1,1,0,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,15.5,71.0,3.25,38.0,360.0,17.5,90.6,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,23.5,145.0,3.75,42.0,360.0,24.5,95.0,1,1,0,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,39.5,105.0,2.625,41.0,360.0,56.5,69.643,1,1,0,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,28.5,65.0,3.092381788330387,44.0,360.0,37.5,76.373,0,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,25.5,165.0,4.3854471698113215,33.0,360.0,87.5,76.14,0,1,0,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,13.5,51.0,3.0,33.0,360.0,23.5,55.085,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,15.5,157.0,2.875,20.0,360.0,20.5,73.54,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,24.5,57.0,3.309700424499697,44.0,360.0,25.5,97.0,0,1,0,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,30.5,318.0,3.309700424499697,33.0,360.0,47.5,63.83,0,1,0,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,26.5,238.0,2.875,25.0,180.0,47.5,55.58,1,1,0,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,5.5,17.0,3.3710828318584074,42.0,360.0,11.5,47.826,0,1,0,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,26.5,104.0,2.5,33.0,180.0,33.5,80.0,1,1,0,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,1.5,23.0,4.3854471698113215,60.0,144.0,8.5,75.0,0,1,0,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,18.5,189.0,3.092381788330387,39.0,360.0,28.5,124.951,0,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,39.5,98.0,3.5,49.0,360.0,46.5,85.0,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,30.5,129.0,3.375,25.0,360.0,45.5,68.778,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,14.5,85.0,3.3710828318584074,36.0,360.0,18.5,80.0,0,1,0,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,10.5,81.0,3.875,25.0,360.0,12.5,80.0,1,1,0,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,28.5,95.0,3.092381788330387,38.0,240.0,33.5,84.57,0,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,38.5,86.0,3.092381788330387,41.0,360.0,48.5,80.0,0,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,19.5,65.0,3.3990466666666665,55.0,360.0,24.5,82.672,0,0,1,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,43.5,102.0,3.99,46.0,360.0,66.5,65.64,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,14.5,134.0,2.25,43.0,180.0,18.5,75.676,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,20.5,64.0,4.2,38.0,300.0,26.5,75.76,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,38.5,190.0,3.5,20.0,360.0,47.5,81.277,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,30.5,114.0,3.092381788330387,42.0,360.0,39.5,78.21,0,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,39.5,140.0,2.99,25.0,180.0,50.5,79.14,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,7.5,114.0,3.25,39.0,300.0,42.5,74.845,1,1,0,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,30.5,171.0,4.241962962962964,44.0,360.0,2250.5,3.45,0,1,0,0,0,1,0,8.100000000000001,0.5277777777777778,7.32
2020,29.5,100.0,2.875,45.0,360.0,36.5,80.0,1,1,0,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,14.5,55.0,3.092381788330387,33.0,360.0,20.5,72.5,0,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,1.5,86.0,3.309700424499697,38.0,120.0,24.5,99.806,1,1,0,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,51.5,117.0,2.75,37.0,360.0,85.5,59.696,1,1,0,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,2.5,125.0,4.3854471698113215,25.0,480.0,21.5,94.67,0,1,0,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,13.5,210.0,3.092381788330387,20.0,180.0,15.5,83.57,0,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,36.5,74.0,2.625,33.0,360.0,39.5,94.359,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,21.5,288.0,2.875,25.0,360.0,27.5,79.63,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,21.5,0.0,2.25,20.0,360.0,22.5,96.45,1,0,0,1,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,35.5,184.0,2.875,25.0,360.0,50.5,70.334,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,12.5,92.0,3.3710828318584074,60.0,360.0,16.5,80.0,0,1,0,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,6.5,86.0,3.092381788330387,40.0,180.0,10.5,67.0,0,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,20.5,111.0,3.25,46.0,360.0,28.5,72.281,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,7.5,41.0,4.3854471698113215,47.0,240.0,8.5,88.2,0,1,0,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,15.5,10.0,3.092381788330387,60.0,360.0,85.5,17.647,0,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,35.5,118.0,2.875,41.0,360.0,108.5,32.87,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,38.5,77.0,2.75,44.0,360.0,39.5,96.5,1,0,1,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,22.5,83.0,3.75,33.0,360.0,27.5,80.0,1,1,0,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,7.5,56.0,4.0,33.0,120.0,22.5,60.13,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,14.5,102.0,3.0,33.0,360.0,22.5,66.0,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,39.5,154.0,3.3710828318584074,60.0,360.0,53.5,74.981,0,1,0,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,10.5,42.0,3.092381788330387,55.0,180.0,19.5,55.05,0,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,8.5,51.0,3.25,38.0,360.0,9.5,96.52,1,0,0,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,5.5,34.0,4.241962962962964,60.0,360.0,33.5,15.15,0,1,0,0,0,1,0,8.100000000000001,0.5277777777777778,7.32
2020,17.5,109.0,3.092381788330387,25.0,360.0,30.5,56.667,0,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,17.5,47.0,2.99,36.0,360.0,21.5,80.0,1,1,0,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,19.5,55.0,3.1710904255319146,47.0,360.0,20.5,96.5,0,0,1,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,70.5,-117.0,3.092381788330387,20.0,360.0,160.5,44.0,0,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,36.5,226.0,2.75,25.0,180.0,49.5,74.898,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,14.5,36.0,4.0,41.0,360.0,14.5,97.0,1,1,0,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,37.5,146.0,2.75,25.0,360.0,56.5,67.17,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,2.5,103.0,3.75,40.0,360.0,54.5,52.0,1,1,0,0,0,1,0,8.100000000000001,0.5277777777777778,7.32
2020,26.5,45.0,3.309700424499697,60.0,360.0,33.5,80.0,0,1,0,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,33.5,87.0,2.875,41.0,360.0,33.5,100.0,1,0,0,1,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,23.5,65.0,2.625,55.0,360.0,23.5,98.464,1,0,1,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,50.5,123.0,2.875,47.0,360.0,80.5,62.11,1,1,0,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,38.5,103.0,2.875,41.0,360.0,60.5,64.167,1,1,0,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,32.5,120.0,3.125,40.0,360.0,34.5,93.391,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,37.5,195.0,3.125,39.0,360.0,47.5,80.0,1,1,0,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,8.5,110.0,4.45,38.0,444.0,38.5,79.9,1,1,0,0,0,1,0,8.100000000000001,0.5277777777777778,7.32
2020,18.5,67.0,2.75,60.0,360.0,18.5,100.0,1,0,0,1,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,42.5,148.0,3.625,41.0,360.0,52.5,79.923,1,0,1,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,50.5,104.0,2.75,45.0,360.0,85.5,58.309,1,1,0,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,28.5,100.0,4.625,47.0,360.0,31.5,90.0,1,0,1,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,26.5,59.0,3.309700424499697,60.0,360.0,34.5,76.471,0,1,0,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,25.5,133.0,2.875,33.0,360.0,30.5,81.82,1,0,0,1,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,18.5,83.0,2.99,25.0,360.0,27.5,68.18,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,14.5,27.0,3.25,33.0,360.0,16.5,85.0,1,1,0,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,29.5,71.0,3.3710828318584074,43.0,360.0,51.5,57.77,0,1,0,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,22.5,112.0,3.99,41.0,300.0,28.5,78.1,1,1,0,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,20.5,84.0,3.5,33.0,360.0,20.5,101.01,1,0,0,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,24.5,19.0,3.309700424499697,60.0,360.0,25.5,95.0,0,1,0,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,36.5,200.0,3.125,25.0,360.0,46.5,77.419,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,27.5,39.0,3.308794891059354,60.0,360.0,27.5,96.5,0,0,1,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,23.5,141.0,3.092381788330387,25.0,360.0,19.5,118.1,0,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,6.5,70.0,4.241962962962964,55.0,360.0,23.5,87.736,0,1,0,0,0,1,0,8.100000000000001,0.5277777777777778,7.32
2020,24.5,86.0,4.125,39.0,360.0,28.5,85.0,1,0,1,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,46.5,120.0,3.375,48.0,360.0,58.5,80.0,1,1,0,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,48.5,376.0,2.625,20.0,360.0,60.5,79.868,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,28.5,109.0,3.25,25.0,360.0,95.5,34.947,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,7.5,46.0,3.5,20.0,360.0,8.5,90.157,1,0,0,1,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,11.5,31.0,2.875,25.0,360.0,24.5,48.542,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,11.5,112.0,2.375,25.0,120.0,27.5,43.581,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,27.5,56.0,2.5,42.0,360.0,27.5,96.5,1,0,1,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,10.5,23.0,3.375,33.0,360.0,10.5,99.94,1,0,0,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,24.5,65.0,3.3990466666666665,42.0,360.0,30.5,80.0,0,0,1,0,0,0,0,8.100000000000001,0.5277777777777778,7.32
2020,16.5,86.0,3.0806432835820896,33.0,360.0,20.5,76.036,0,0,0,1,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,16.5,57.0,2.625,45.0,360.0,17.5,95.0,1,1,0,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,41.5,75.0,3.0806432835820896,55.0,360.0,46.5,89.13,0,0,0,1,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,34.5,112.0,2.875,25.0,360.0,40.5,85.0,1,1,0,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,21.5,209.0,3.309700424499697,33.0,360.0,90.5,80.0,0,1,0,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,23.5,217.0,2.25,20.0,180.0,55.5,42.727,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,24.5,99.0,3.0,25.0,360.0,28.5,84.722,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,31.5,160.0,3.5,25.0,360.0,35.5,92.647,1,1,0,0,1,0,0,8.100000000000001,0.5277777777777778,7.32
2020,19.5,70.0,2.875,25.0,360.0,26.5,74.346,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,21.5,60.0,3.092381788330387,43.0,360.0,24.5,87.46,0,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
2020,22.5,138.0,2.625,25.0,180.0,54.5,41.45,1,1,0,0,0,0,1,8.100000000000001,0.5277777777777778,7.32
